ID,Name,Definition,Synonyms,Xrefs,Is_Obsolete
DOID:12142,"Spontaneous abortion, complete, complicated by metabolic disorder",,,ICD9CM_1986:634.42; ICD9CM_1987:634.42; ICD9CM_1988:634.42; ICD9CM_1989:634.42; ICD9CM_1990:634.42; ICD9CM_1991:634.42; ICD9CM_1992:634.42; ICD9CM_1993:634.42; ICD9CM_1994:634.42; ICD9CM_1995:634.42; ICD9CM_1996:634.42; ICD9CM_1997:634.42; ICD9CM_1998:634.42; ICD9CM_1999:634.42; ICD9CM_2000:634.42; ICD9CM_2001:634.42; ICD9CM_2002:634.42; ICD9CM_2003:634.42; ICD9CM_2004:634.42; ICD9CM_2005:634.42; ICD9CM_2006:634.42; UMLS_CUI:C0156442; UMLS_ICD9CM_2005_AUI:A0278440; UMLS_ICD9CM_2006_AUI:A8346145; UMLS_ST:T047,False
DOID:12172,Local deformities of orbit due to bone disease,,,ICD9CM_1986:376.43; ICD9CM_1987:376.43; ICD9CM_1988:376.43; ICD9CM_1989:376.43; ICD9CM_1990:376.43; ICD9CM_1991:376.43; ICD9CM_1992:376.43; ICD9CM_1993:376.43; ICD9CM_1994:376.43; ICD9CM_1995:376.43; ICD9CM_1996:376.43; ICD9CM_1997:376.43; ICD9CM_1998:376.43; ICD9CM_1999:376.43; ICD9CM_2000:376.43; ICD9CM_2001:376.43; ICD9CM_2002:376.43; ICD9CM_2003:376.43; ICD9CM_2004:376.43; ICD9CM_2005:376.43; ICD9CM_2006:376.43; UMLS_CUI:C0155276; UMLS_ICD9CM_2005_AUI:A0274749; UMLS_ICD9CM_2006_AUI:A8344987; UMLS_ST:T020; UMLS_ST:T047,False
DOID:12182,"Hypertensive renal disease, malignant, with renal failure",,,ICD9CM_1989:403.01; ICD9CM_1990:403.01; ICD9CM_1991:403.01; ICD9CM_1992:403.01; ICD9CM_1993:403.01; ICD9CM_1994:403.01; ICD9CM_1995:403.01; ICD9CM_1996:403.01; ICD9CM_1997:403.01; ICD9CM_1998:403.01; ICD9CM_1999:403.01; ICD9CM_2000:403.01; ICD9CM_2001:403.01; ICD9CM_2002:403.01; ICD9CM_2003:403.01; ICD9CM_2004:403.01; ICD9CM_2005:403.01; ICD9CM_2006:403.01; UMLS_CUI:C0155595; UMLS_ICD9CM_2005_AUI:A0275836; UMLS_ICD9CM_2006_AUI:A8345320; UMLS_ST:T047,False
DOID:12214,"Cerebrovascular disorders, antepartum",,,ICD9CM_1986:674.03; ICD9CM_1987:674.03; ICD9CM_1988:674.03; ICD9CM_1989:674.03; ICD9CM_1990:674.03; ICD9CM_1991:674.03; ICD9CM_1992:674.03; ICD9CM_1993:674.03; ICD9CM_1994:674.03; ICD9CM_1995:674.03; ICD9CM_1996:674.03; ICD9CM_1997:674.03; ICD9CM_1998:674.03; ICD9CM_1999:674.03; ICD9CM_2000:674.03; ICD9CM_2001:674.03; ICD9CM_2002:674.03; ICD9CM_2003:674.03; ICD9CM_2004:674.03; ICD9CM_2005:674.03; ICD9CM_2006:674.03; UMLS_CUI:C0157575; UMLS_ICD9CM_2005_AUI:A0280702; UMLS_ICD9CM_2006_AUI:A8347255; UMLS_ST:T047,False
DOID:12217,Lewy Body Disease,,"""Dementia with Lewy bodies"" EXACT [ICD9CM_2006:331.82]; ""Diffuse Lewy body disease (disorder)"" EXACT [SNOMEDCT_2005_07_31:80098002]; ""Lewy body dementia"" EXACT [MTHICD9_2006:331.82]; ""Lewy body disease"" EXACT [SNOMEDCT_2005_07_31:192808003]; ""Lewy body disease"" EXACT [SNOMEDCT_2005_07_31:230275004]; ""Lewy body disease"" EXACT [SNOMEDCT_2005_07_31:230276003]; ""Lewy body disease"" EXACT [SNOMEDCT_2005_07_31:230277007]; ""Senile dementia of the Lewy body type (disorder)"" EXACT [SNOMEDCT_2005_07_31:312991009]",GeneRIF:12509811; GeneRIF:12756136; GeneRIF:14625045; GeneRIF:14639046; GeneRIF:15105460; GeneRIF:15207266; GeneRIF:15210531; GeneRIF:15304594; GeneRIF:15365127; ICD9CM_2003:331.82; ICD9CM_2004:331.82; ICD9CM_2005:331.82; ICD9CM_2006:331.82; MSH2005_2005_01_17:M0015964; MSH2006_2005_11_15:D020961; SNOMEDCT_2005_01_31:312991009; SNOMEDCT_2005_01_31:80098002; UMLS_CUI:C0752347; UMLS_ICD9CM_2005_AUI:A2797517; UMLS_ICD9CM_2006_AUI:A8377950; UMLS_MSH2005_2005_01_17_AUI:A0048705; UMLS_MSH2005_2005_01_17_AUI:A0079810; UMLS_MSH2005_2005_01_17_AUI:A0079812; UMLS_MSH2005_2005_01_17_AUI:A1637340; UMLS_MSH2005_2005_01_17_AUI:A1637341; UMLS_MSH2005_2005_01_17_AUI:A1637342; UMLS_MSH2005_2005_01_17_AUI:A1637343; UMLS_MSH2005_2005_01_17_AUI:A1637344; UMLS_MTHICD9_2005_AUI:A2797444; UMLS_MTHICD9_2005_AUI:A2797608; UMLS_SNOMEDCT_2005_01_31_AUI:A3002711; UMLS_SNOMEDCT_2005_01_31_AUI:A3011247; UMLS_SNOMEDCT_2005_01_31_AUI:A3012977; UMLS_SNOMEDCT_2005_01_31_AUI:A3014798; UMLS_SNOMEDCT_2005_01_31_AUI:A3036852; UMLS_SNOMEDCT_2005_01_31_AUI:A3065735; UMLS_SNOMEDCT_2005_01_31_AUI:A3069992; UMLS_SNOMEDCT_2005_01_31_AUI:A3152708; UMLS_SNOMEDCT_2005_01_31_AUI:A3312208; UMLS_SNOMEDCT_2005_01_31_AUI:A3322654; UMLS_SNOMEDCT_2005_01_31_AUI:A3395316; UMLS_SNOMEDCT_2005_01_31_AUI:A3699750; UMLS_ST:T047,False
DOID:1222,Cartilage Diseases,,"""[X]Chondropathies (disorder)"" EXACT [SNOMEDCT_2005_07_31:203908009]; ""[X]Disorder of cartilage, unspecified (disorder)"" EXACT [SNOMEDCT_2005_07_31:203914002]; ""cartilage disorder"" EXACT [CSP2005:2715-1779]; ""Cartilage disorder"" EXACT [SNOMEDCT_2005_07_31:268062001]; ""Cartilage disorder (disorder)"" EXACT [SNOMEDCT_2005_07_31:50927007]; ""Cartilage disorders NOS"" EXACT [SNOMEDCT_2005_07_31:268126004]; ""Chondropathy (disorder)"" EXACT [SNOMEDCT_2005_07_31:367355001]; ""Disorder of cartilage, unspecified"" EXACT [SNOMEDCT_2005_07_31:203526003]; ""Disorder of cartilage, unspecified"" EXACT [SNOMEDCT_2005_07_31:308148004]",ICD9CM_2005:732.9; ICD9CM_2005:733.90; MSH2005_2005_01_17:M0003568; MSH2006_2005_11_15:D002357; SNOMEDCT_2005_01_31:203908009; SNOMEDCT_2005_01_31:203914002; SNOMEDCT_2005_01_31:367355001; SNOMEDCT_2005_01_31:50927007; UMLS_CSP2004_AUI:A0318550; UMLS_CUI:C0007302; UMLS_MSH2005_2005_01_17_AUI:A0035536; UMLS_MSH2005_2005_01_17_AUI:A0035537; UMLS_MSH2005_2005_01_17_AUI:A0049671; UMLS_MSH2005_2005_01_17_AUI:A0049953; UMLS_SNOMEDCT_2005_01_31_AUI:A2925954; UMLS_SNOMEDCT_2005_01_31_AUI:A3006747; UMLS_SNOMEDCT_2005_01_31_AUI:A3224317; UMLS_SNOMEDCT_2005_01_31_AUI:A3224908; UMLS_SNOMEDCT_2005_01_31_AUI:A3341340; UMLS_SNOMEDCT_2005_01_31_AUI:A3351781; UMLS_SNOMEDCT_2005_01_31_AUI:A3399018; UMLS_SNOMEDCT_2005_01_31_AUI:A3400006; UMLS_SNOMEDCT_2005_01_31_AUI:A3794658; UMLS_SNOMEDCT_2005_01_31_AUI:A3795395; UMLS_ST:T047,False
DOID:12221,"Synovial, tendon or bursa disorder NOS",,"""Synovial, tendon or bursa disorder NOS (disorder)"" EXACT [SNOMEDCT_2005_07_31:203006006]; ""Unspecified disorder of synovium, tendon, and bursa"" EXACT [ICD9CM_2006:727.9]",ICD9CM_1986:727.9; ICD9CM_1987:727.9; ICD9CM_1988:727.9; ICD9CM_1989:727.9; ICD9CM_1990:727.9; ICD9CM_1991:727.9; ICD9CM_1992:727.9; ICD9CM_1993:727.9; ICD9CM_1994:727.9; ICD9CM_1995:727.9; ICD9CM_1996:727.9; ICD9CM_1997:727.9; ICD9CM_1998:727.9; ICD9CM_1999:727.9; ICD9CM_2000:727.9; ICD9CM_2001:727.9; ICD9CM_2002:727.9; ICD9CM_2003:727.9; ICD9CM_2004:727.9; ICD9CM_2005:727.9; ICD9CM_2006:727.9; SNOMEDCT_2005_01_31:203006006; UMLS_CUI:C0158351; UMLS_ICD9CM_2005_AUI:A0282444; UMLS_ICD9CM_2006_AUI:A8348027; UMLS_SNOMEDCT_2005_01_31_AUI:A3207884; UMLS_SNOMEDCT_2005_01_31_AUI:A3744714; UMLS_ST:T047,False
DOID:12242,Thalassemia Hb-S disease without crisis,,"""Sickle-cell thalassemia without crisis"" EXACT [ICD9CM_2006:282.41]",ICD9CM_2003:282.41; ICD9CM_2004:282.41; ICD9CM_2005:282.41; ICD9CM_2006:282.41; UMLS_CUI:C1260393; UMLS_ICD9CM_2005_AUI:A2797686; UMLS_ICD9CM_2006_AUI:A8378116; UMLS_MTHICD9_2005_AUI:A2797697; UMLS_ST:T047,False
DOID:12243,Thalassemia Hb-S disease with crisis,,"""Sickle-cell thalassemia with crisis"" EXACT [ICD9CM_2006:282.42]",ICD9CM_2003:282.42; ICD9CM_2004:282.42; ICD9CM_2005:282.42; ICD9CM_2006:282.42; UMLS_CUI:C1260395; UMLS_ICD9CM_2005_AUI:A2797684; UMLS_ICD9CM_2006_AUI:A8378114; UMLS_MTHICD9_2005_AUI:A2797696; UMLS_ST:T047,False
DOID:12256,Adrenogenital disorder,,"""Adrenogenital disorder (disorder)"" EXACT [SNOMEDCT_2005_07_31:267395000]; ""Adrenogenital disorder NOS (disorder)"" EXACT [SNOMEDCT_2005_07_31:190519004]; ""Adrenogenital disorders"" EXACT [ICD9CM_2006:255.2]; ""Adrenogenital disorders"" EXACT [SNOMEDCT_2005_07_31:190510000]",ICD9CM_1986:255.2; ICD9CM_1987:255.2; ICD9CM_1988:255.2; ICD9CM_1989:255.2; ICD9CM_1990:255.2; ICD9CM_1991:255.2; ICD9CM_1992:255.2; ICD9CM_1993:255.2; ICD9CM_1994:255.2; ICD9CM_1995:255.2; ICD9CM_1996:255.2; ICD9CM_1997:255.2; ICD9CM_1998:255.2; ICD9CM_1999:255.2; ICD9CM_2000:255.2; ICD9CM_2001:255.2; ICD9CM_2002:255.2; ICD9CM_2003:255.2; ICD9CM_2004:255.2; ICD9CM_2005:255.2; ICD9CM_2006:255.2; SNOMEDCT_2005_01_31:190519004; SNOMEDCT_2005_01_31:267395000; UMLS_CUI:C0701163; UMLS_ICD9CM_2005_AUI:A0240598; UMLS_ICD9CM_2006_AUI:A8340926; UMLS_SNOMEDCT_2005_01_31_AUI:A2989609; UMLS_SNOMEDCT_2005_01_31_AUI:A2989610; UMLS_SNOMEDCT_2005_01_31_AUI:A3501002; UMLS_SNOMEDCT_2005_01_31_AUI:A3501005; UMLS_ST:T047,False
DOID:1226,De Vaal disease,,"""reticular dysgenesis"" EXACT [CSP2005:1560-6660]; ""Reticular Dysgenesis"" EXACT [NCI2004_11_17:C27070]; ""Reticular dysgenesis (disorder)"" EXACT [SNOMEDCT_2005_07_31:111584000]",NCI2004_11_17:C27070; SNOMEDCT_2005_01_31:111584000; UMLS_CSP2004_AUI:A1305905; UMLS_CUI:C0272167; UMLS_NCI2004_11_17_AUI:A7618489; UMLS_SNOMEDCT_2005_01_31_AUI:A2979722; UMLS_SNOMEDCT_2005_01_31_AUI:A2979723; UMLS_SNOMEDCT_2005_01_31_AUI:A3009712; UMLS_SNOMEDCT_2005_01_31_AUI:A3013260; UMLS_SNOMEDCT_2005_01_31_AUI:A3025251; UMLS_SNOMEDCT_2005_01_31_AUI:A3033334; UMLS_SNOMEDCT_2005_01_31_AUI:A3065709; UMLS_SNOMEDCT_2005_01_31_AUI:A3070405; UMLS_SNOMEDCT_2005_01_31_AUI:A3315933; UMLS_SNOMEDCT_2005_01_31_AUI:A3669556; UMLS_ST:T047,False
DOID:12285,"Hypertensive heart and renal disease, benign, with heart failure",,,ICD9CM_1989:404.11; ICD9CM_1990:404.11; ICD9CM_1991:404.11; ICD9CM_1992:404.11; ICD9CM_1993:404.11; ICD9CM_1994:404.11; ICD9CM_1995:404.11; ICD9CM_1996:404.11; ICD9CM_1997:404.11; ICD9CM_1998:404.11; ICD9CM_1999:404.11; ICD9CM_2000:404.11; ICD9CM_2001:404.11; ICD9CM_2002:404.11; ICD9CM_2003:404.11; ICD9CM_2004:404.11; ICD9CM_2005:404.11; ICD9CM_2006:404.11; UMLS_CUI:C0155609; UMLS_ICD9CM_2005_AUI:A2797562; UMLS_ICD9CM_2006_AUI:A8377995; UMLS_ST:T047,False
DOID:12294,Atypical depressive disorder,,"""[X]Atypical depression"" EXACT [SNOMEDCT_2005_07_31:192371004]; ""Atypical depressive disorder (disorder)"" EXACT [SNOMEDCT_2005_07_31:191659001]",ICD9CM_1986:296.82; ICD9CM_1987:296.82; ICD9CM_1988:296.82; ICD9CM_1989:296.82; ICD9CM_1990:296.82; ICD9CM_1991:296.82; ICD9CM_1992:296.82; ICD9CM_1993:296.82; ICD9CM_1994:296.82; ICD9CM_1995:296.82; ICD9CM_1996:296.82; ICD9CM_1997:296.82; ICD9CM_1998:296.82; ICD9CM_1999:296.82; ICD9CM_2000:296.82; ICD9CM_2001:296.82; ICD9CM_2002:296.82; ICD9CM_2003:296.82; ICD9CM_2004:296.82; ICD9CM_2005:296.82; ICD9CM_2006:296.82; SNOMEDCT_2005_01_31:191659001; UMLS_CUI:C0154437; UMLS_ICD9CM_2005_AUI:A0272295; UMLS_ICD9CM_2006_AUI:A8344156; UMLS_SNOMEDCT_2005_01_31_AUI:A2892088; UMLS_SNOMEDCT_2005_01_31_AUI:A3745728; UMLS_ST:T048,False
DOID:12325,Kyphoscoliotic heart disease,,"""Kyphoscoliotic heart disease (disorder)"" EXACT [SNOMEDCT_2005_07_31:45650007]",ICD9CM_1986:416.1; ICD9CM_1987:416.1; ICD9CM_1988:416.1; ICD9CM_1989:416.1; ICD9CM_1990:416.1; ICD9CM_1991:416.1; ICD9CM_1992:416.1; ICD9CM_1993:416.1; ICD9CM_1994:416.1; ICD9CM_1995:416.1; ICD9CM_1996:416.1; ICD9CM_1997:416.1; ICD9CM_1998:416.1; ICD9CM_1999:416.1; ICD9CM_2000:416.1; ICD9CM_2001:416.1; ICD9CM_2002:416.1; ICD9CM_2003:416.1; ICD9CM_2004:416.1; ICD9CM_2005:416.1; ICD9CM_2006:416.1; SNOMEDCT_2005_01_31:45650007; UMLS_CUI:C0152102; UMLS_ICD9CM_2005_AUI:A0265077; UMLS_ICD9CM_2006_AUI:A8342217; UMLS_SNOMEDCT_2005_01_31_AUI:A2890225; UMLS_SNOMEDCT_2005_01_31_AUI:A3529851; UMLS_ST:T047; UMLS_ST:T190,False
DOID:12326,Chronic pulmonary heart disease,,,ICD9CM_1986:416; ICD9CM_1986:416.8; ICD9CM_1986:416.9; ICD9CM_1987:416; ICD9CM_1987:416.8; ICD9CM_1987:416.9; ICD9CM_1988:416; ICD9CM_1988:416.8; ICD9CM_1988:416.9; ICD9CM_1989:416; ICD9CM_1989:416.8; ICD9CM_1989:416.9; ICD9CM_1990:416; ICD9CM_1990:416.8; ICD9CM_1990:416.9; ICD9CM_1991:416; ICD9CM_1991:416.8; ICD9CM_1991:416.9; ICD9CM_1992:416; ICD9CM_1992:416.8; ICD9CM_1992:416.9; ICD9CM_1993:416; ICD9CM_1993:416.8; ICD9CM_1993:416.9; ICD9CM_1994:416; ICD9CM_1994:416.8; ICD9CM_1994:416.9; ICD9CM_1995:416; ICD9CM_1995:416.8; ICD9CM_1995:416.9; ICD9CM_1996:416; ICD9CM_1996:416.8; ICD9CM_1996:416.9; ICD9CM_1997:416; ICD9CM_1997:416.8; ICD9CM_1997:416.9; ICD9CM_1998:416; ICD9CM_1998:416.8; ICD9CM_1998:416.9; ICD9CM_1999:416; ICD9CM_1999:416.8; ICD9CM_1999:416.9; ICD9CM_2000:416; ICD9CM_2000:416.8; ICD9CM_2000:416.9; ICD9CM_2001:416; ICD9CM_2001:416.8; ICD9CM_2001:416.9; ICD9CM_2002:416; ICD9CM_2002:416.8; ICD9CM_2002:416.9; ICD9CM_2003:416; ICD9CM_2003:416.8; ICD9CM_2003:416.9; ICD9CM_2004:416; ICD9CM_2004:416.8; ICD9CM_2004:416.9; ICD9CM_2005:416; ICD9CM_2005:416.8; ICD9CM_2005:416.9; ICD9CM_2006:416; ICD9CM_2006:416.9; NCI2004_11_17:C34478; SNOMEDCT_2005_01_31:194887007; SNOMEDCT_2005_01_31:194889005; SNOMEDCT_2005_01_31:266233000; SNOMEDCT_2005_01_31:79955004; SNOMEDCT_2005_01_31:87837008; UMLS_CUI:C0155673; UMLS_CUI:C0238074; UMLS_ICD9CM_2005_AUI:A0241712; UMLS_ICD9CM_2005_AUI:A0276024; UMLS_ICD9CM_2005_AUI:A0673356; UMLS_ICD9CM_2006_AUI:A8341257; UMLS_ICD9CM_2006_AUI:A8358579; UMLS_MTHICD9_2005_AUI:A0541792; UMLS_MTHICD9_2005_AUI:A1871567; UMLS_NCI2004_11_17_AUI:A7569765; UMLS_NCI2004_11_17_AUI:A7591028; UMLS_SNOMEDCT_2005_01_31_AUI:A2889211; UMLS_SNOMEDCT_2005_01_31_AUI:A2957856; UMLS_SNOMEDCT_2005_01_31_AUI:A3002821; UMLS_SNOMEDCT_2005_01_31_AUI:A3006945; UMLS_SNOMEDCT_2005_01_31_AUI:A3007274; UMLS_SNOMEDCT_2005_01_31_AUI:A3052851; UMLS_SNOMEDCT_2005_01_31_AUI:A3052852; UMLS_SNOMEDCT_2005_01_31_AUI:A3352560; UMLS_SNOMEDCT_2005_01_31_AUI:A3353791; UMLS_SNOMEDCT_2005_01_31_AUI:A3353792; UMLS_SNOMEDCT_2005_01_31_AUI:A3605997; UMLS_SNOMEDCT_2005_01_31_AUI:A3605998; UMLS_ST:T047,False
DOID:12331,Male genital organ disorders in diseases EC,,"""Disorders of male genital organs in diseases classified elsewhere"" EXACT [ICD9CM_2006:608.81]; ""Male genital organ disorders in diseases EC (disorder)"" EXACT [SNOMEDCT_2005_07_31:198056001]",ICD9CM_1986:608.81; ICD9CM_1987:608.81; ICD9CM_1988:608.81; ICD9CM_1989:608.81; ICD9CM_1990:608.81; ICD9CM_1991:608.81; ICD9CM_1992:608.81; ICD9CM_1993:608.81; ICD9CM_1994:608.81; ICD9CM_1995:608.81; ICD9CM_1996:608.81; ICD9CM_1997:608.81; ICD9CM_1998:608.81; ICD9CM_1999:608.81; ICD9CM_2000:608.81; ICD9CM_2001:608.81; ICD9CM_2002:608.81; ICD9CM_2003:608.81; ICD9CM_2004:608.81; ICD9CM_2005:608.81; ICD9CM_2006:608.81; SNOMEDCT_2005_01_31:198056001; UMLS_CUI:C0156314; UMLS_ICD9CM_2005_AUI:A0278031; UMLS_ICD9CM_2006_AUI:A8346021; UMLS_SNOMEDCT_2005_01_31_AUI:A3155962; UMLS_SNOMEDCT_2005_01_31_AUI:A3548716; UMLS_ST:T047,False
DOID:12335,Male genital organ vascular diseases,,"""Male genital organ vascular diseases (disorder)"" EXACT [SNOMEDCT_2005_07_31:198057005]; ""Vascular disorders of male genital organs"" EXACT [ICD9CM_2006:608.83]",ICD9CM_1986:608.83; ICD9CM_1987:608.83; ICD9CM_1988:608.83; ICD9CM_1989:608.83; ICD9CM_1990:608.83; ICD9CM_1991:608.83; ICD9CM_1992:608.83; ICD9CM_1993:608.83; ICD9CM_1994:608.83; ICD9CM_1995:608.83; ICD9CM_1996:608.83; ICD9CM_1997:608.83; ICD9CM_1998:608.83; ICD9CM_1999:608.83; ICD9CM_2000:608.83; ICD9CM_2001:608.83; ICD9CM_2002:608.83; ICD9CM_2003:608.83; ICD9CM_2004:608.83; ICD9CM_2005:608.83; ICD9CM_2006:608.83; SNOMEDCT_2005_01_31:198057005; UMLS_CUI:C0042374; UMLS_ICD9CM_2005_AUI:A0242799; UMLS_ICD9CM_2006_AUI:A8341581; UMLS_SNOMEDCT_2005_01_31_AUI:A3155965; UMLS_SNOMEDCT_2005_01_31_AUI:A3548725; UMLS_ST:T047,False
DOID:1234,Sexual and gender identity disorders,,,ICD9CM_1986:302; ICD9CM_1986:302.8; ICD9CM_1986:302.89; ICD9CM_1987:302; ICD9CM_1987:302.8; ICD9CM_1987:302.89; ICD9CM_1988:302; ICD9CM_1988:302.8; ICD9CM_1988:302.89; ICD9CM_1989:302; ICD9CM_1989:302.8; ICD9CM_1989:302.89; ICD9CM_1990:302; ICD9CM_1990:302.8; ICD9CM_1990:302.89; ICD9CM_1991:302; ICD9CM_1991:302.8; ICD9CM_1991:302.89; ICD9CM_1992:302; ICD9CM_1992:302.8; ICD9CM_1992:302.89; ICD9CM_1993:302; ICD9CM_1993:302.8; ICD9CM_1993:302.89; ICD9CM_1994:302; ICD9CM_1994:302.8; ICD9CM_1994:302.89; ICD9CM_1995:302; ICD9CM_1995:302.8; ICD9CM_1995:302.89; ICD9CM_1996:302; ICD9CM_1996:302.8; ICD9CM_1996:302.89; ICD9CM_1997:302; ICD9CM_1997:302.8; ICD9CM_1997:302.89; ICD9CM_1998:302; ICD9CM_1998:302.8; ICD9CM_1998:302.89; ICD9CM_1999:302; ICD9CM_1999:302.8; ICD9CM_1999:302.89; ICD9CM_2000:302; ICD9CM_2000:302.8; ICD9CM_2000:302.89; ICD9CM_2001:302; ICD9CM_2001:302.8; ICD9CM_2001:302.89; ICD9CM_2002:302; ICD9CM_2002:302.8; ICD9CM_2002:302.89; ICD9CM_2003:302; ICD9CM_2003:302.8; ICD9CM_2003:302.89; ICD9CM_2004:302; ICD9CM_2004:302.8; ICD9CM_2004:302.89; ICD9CM_2005:302; ICD9CM_2005:302.8; ICD9CM_2005:302.89; ICD9CM_2006:302; UMLS_CUI:C0029825; UMLS_CUI:C0236989; UMLS_ICD9CM_2005_AUI:A0241050; UMLS_ICD9CM_2005_AUI:A0241051; UMLS_ICD9CM_2005_AUI:A6995217; UMLS_ICD9CM_2006_AUI:A8378573; UMLS_ST:T048,False
DOID:12350,Acute alcoholic liver disease,,"""Acute alcoholic hepatitis"" EXACT [ICD9CM_2006:571.1]; ""Acute Alcoholic Hepatitis"" EXACT [NCI2004_11_17:C34352]; ""Acute alcoholic hepatitis"" EXACT [SNOMEDCT_2005_07_31:155810001]; ""Acute alcoholic liver disease (disorder)"" EXACT [SNOMEDCT_2005_07_31:9953008]",ICD9CM_1986:571.1; ICD9CM_1987:571.1; ICD9CM_1988:571.1; ICD9CM_1989:571.1; ICD9CM_1990:571.1; ICD9CM_1991:571.1; ICD9CM_1992:571.1; ICD9CM_1993:571.1; ICD9CM_1994:571.1; ICD9CM_1995:571.1; ICD9CM_1996:571.1; ICD9CM_1997:571.1; ICD9CM_1998:571.1; ICD9CM_1999:571.1; ICD9CM_2000:571.1; ICD9CM_2001:571.1; ICD9CM_2002:571.1; ICD9CM_2003:571.1; ICD9CM_2004:571.1; ICD9CM_2005:571.1; ICD9CM_2006:571.1; NCI2004_11_17:C34352; SNOMEDCT_2005_01_31:9953008; UMLS_CUI:C0001306; UMLS_ICD9CM_2005_AUI:A0242524; UMLS_ICD9CM_2006_AUI:A8341501; UMLS_MTHICD9_2005_AUI:A0532502; UMLS_NCI2004_11_17_AUI:A7592564; UMLS_SNOMEDCT_2005_01_31_AUI:A2889416; UMLS_SNOMEDCT_2005_01_31_AUI:A2952942; UMLS_SNOMEDCT_2005_01_31_AUI:A3459959; UMLS_ST:T047,False
