Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,Definition Chinese,Definition English,Definition Japanese,Definition Korean,http://data.bioontology.org/metadata/prefixIRI,Original Code,Original Source,Title Chinese,Title English,Title Japanese,Title Korean
http://who.int/ictm/signsAndSymptoms#TM529396,contracture below the umbilicus / 臍下拘急,,,false,,,http://www.w3.org/2002/07/owl#Thing,,muscular contracture in the region below the umbilicus,,,TM529396,2.3.167,IST WPRO,臍下拘急,contracture below the umbilicus,,
http://who.int/ictm/signsAndSymptoms#TM529393,Constipation / 便秘[闭],,,false,,,http://www.w3.org/2002/07/owl#Thing,大便秘结不通，排便时间延长，或时间虽不延长但排便困难的症状。胃肠积热，或阳虚寒凝，或气血阴津亏损，或腹内癥块阻结等，均可导致便秘。便秘除常见于肠道病变外，肛门部的病变、肌痿、风痱、肠外肿块压迫、温热病过程中、过服止泻药或温燥之品、腹部手术之后、全身衰惫状态等均可出现便秘。,"It refers to inability to defecate, or prolonged course of defecation, or diffiulty in defecation. It can be caused by the accumulation of heat in the stomach and intestines, or cold coagulation due to yang deficiency, or deficiency of qi, blood and yin fluid, or abdominal mass. Apart from intestinal diseases, constipation also can be seen in anal diseases, muscular flaccidity, hemiplegia due to wind stroke, pressure of lumps outside the intestines, febrile disease, or excessive taking of antidiarrheal or medicinals warm and dry in property, or abdominal operation and general weakness.",,,TM529393,22.36,GB97,便秘[闭],Constipation,,
http://who.int/ictm/signsAndSymptoms#TM529390,cold diarrhea / 寒泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,diarrhea caused by attack of cold on the gastrointestinal tract,,,TM529390,2.3.182,IST WPRO,寒泄,cold diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529463,Gastric stuffiness / 脘痞,,,false,,,http://www.w3.org/2002/07/owl#Thing,胃脘部饱胀，满闷不舒的症状。可因肝胃气机阻滞，或脾胃气虚而运化失健所致。常见于胃及肝、胆、胰、脾的慢性病变之中。,"It refers to fullness, distention and discomfort in the epigastric part. It can be caused by stagnation of liver and stomach qi, or deficiency of spleen and stomach qi with dysfunction in transportation. It can be seen in chronic diseases involving the stomach, liver, gallbladder, pancreas and spleen.",,,TM529463,22.29,GB97,脘痞,Gastric stuffiness,,
http://who.int/ictm/signsAndSymptoms#TM529461,fullness in the chest and hypochondrium / 胸脇滿; 胸脅苦滿,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a bloated feeling in the chest and hypochondriac region,,,TM529461,2.3.157,IST WPRO,胸脇滿; 胸脅苦滿,fullness in the chest and hypochondrium,,
http://who.int/ictm/signsAndSymptoms#TM529465,generalized pain / 身痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"pain involving the whole body, the same as general body ache",,,TM529465,2.3.56,IST WPRO,身痛,generalized pain,,
http://who.int/ictm/signsAndSymptoms#TM529468,geographical tongue / 地圖舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue with irregular shedding of the coating and distinct demarcation between the shed and unshed areas, looking like a map",,,TM529468,2.1.66,IST WPRO,地圖舌,geographical tongue,,
http://who.int/ictm/signsAndSymptoms#TM529462,fulminant diarrhea / 暴瀉,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a pathological change characterized by sudden onset of diarrhea with profuse discharge,,,TM529462,2.3.180,IST WPRO,暴瀉,fulminant diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529460,fullness below the heart / 心下滿,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a feeling of fullness in the epigastric region, the same as epigastric fullness",,,TM529460,2.3.151,IST WPRO,心下滿,fullness below the heart,,
http://who.int/ictm/signsAndSymptoms#TM529464,generalized itching / 身癢,,,false,,,http://www.w3.org/2002/07/owl#Thing,,itching all over the body,,,TM529464,2.3.97,IST WPRO,身癢,generalized itching,,
http://who.int/ictm/signsAndSymptoms#TM529469,Gingival hemorrhage / 齿衄,,,false,,,http://www.w3.org/2002/07/owl#Thing,血液自牙缝或牙龈渗出的症状。多因胃经积热，阴虚火旺，或心脾两虚，血不循经所致。常见于牙宣及紫癜病、髓劳、肥气、血溢病、疫斑热等疾病中。,"It refers to blood oozing from between the teeth or gum. It is usually caused by accumulation of heat in the stomach meridian, yin deficiency with exuberant fire, or failure of blood running inside the vessel due to deficiency of heart and spleen. It is commonly seen in gingival atrophy or purpura, aplastic anemia, hypochondriac mass due to liver disorder, blood extravasation and epidemic hemorrhagic fever.",,,TM529469,22.16,GB97,齿衄,Gingival hemorrhage,,
http://who.int/ictm/signsAndSymptoms#TM529466,genital pain / 陰器痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain in the genitals,,,TM529466,2.3.71,IST WPRO,陰器痛,genital pain,,
http://who.int/ictm/signsAndSymptoms#TM529467,genital sweating / 陰汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,localized sweating in the genital region,,,TM529467,2.3.43,IST WPRO,陰汗,genital sweating,,
http://who.int/ictm/signsAndSymptoms#TM529415,distending pain / 脹痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain accompanied by a distending sensation,,,TM529415,2.3.73,IST WPRO,脹痛,distending pain,,
http://who.int/ictm/signsAndSymptoms#TM529414,distal bleeding / 遠血,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"bleeding far from the anus, generally referring to bleeding from upper digestive tract",,,TM529414,2.1.32,IST WPRO,遠血,distal bleeding,,
http://who.int/ictm/signsAndSymptoms#TM529418,double vision / 視岐,,,false,,,http://www.w3.org/2002/07/owl#Thing,,seeing one object as two,,,TM529418,2.3.110,IST WPRO,視岐,double vision,,
http://who.int/ictm/signsAndSymptoms#TM529413,discomfort in the throat / 咽喉不利,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a mild sensation of blockage in the throat that hampers swallowing,,,TM529413,2.3.128,IST WPRO,咽喉不利,discomfort in the throat,,
http://who.int/ictm/signsAndSymptoms#TM529419,dreaming of intercourse / 夢交,,,false,,,http://www.w3.org/2002/07/owl#Thing,,dreaming of performing coitus,,,TM529419,2.3.203,IST WPRO,夢交,dreaming of intercourse,,
http://who.int/ictm/signsAndSymptoms#TM529410,dietary predilection / 嗜偏食,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a liking for particular flavors or specific foods,,,TM529410,2.3.137,IST WPRO,嗜偏食,dietary predilection,,
http://who.int/ictm/signsAndSymptoms#TM529417,dizzy vision / 目眩,,,false,,,http://www.w3.org/2002/07/owl#Thing,,blurred vision accompanied by vertigo,,,TM529417,2.3.108,IST WPRO,目眩,dizzy vision,,
http://who.int/ictm/signsAndSymptoms#TM529411,difficult painful urination / 小便澁痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,uneasy and painful voiding of urine ,,,TM529411,2.3.196,IST WPRO,小便澁痛,difficult painful urination,,
http://who.int/ictm/signsAndSymptoms#TM529412,difficult urination / 小便難; 癃閉,,,false,,,http://www.w3.org/2002/07/owl#Thing,,difficulty in urination or anuria,,,TM529412,2.3.192,IST WPRO,小便難; 癃閉,difficult urination,,
http://who.int/ictm/signsAndSymptoms#TM529416,distress below the heart / 心下急,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a feeling of distress associated with slight pain and fullness in the epigastric region, the same as epigastric distress ",,,TM529416,2.3.147,IST WPRO,心下急,distress below the heart,,
http://who.int/ictm/signsAndSymptoms#TM529556,paralyzed tongue / 麻痹舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a numb tongue unable to move,,,TM529556,2.1.76,IST WPRO,麻痹舌,paralyzed tongue,,
http://who.int/ictm/signsAndSymptoms#TM529550,palpitations above the umbilicus / 臍上悸,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"rapid pulsations felt in the region above the umbilicus, the same as supra-umbilical aortic pulsation",,,TM529550,2.3.164,IST WPRO,臍上悸,palpitations above the umbilicus,,
http://who.int/ictm/signsAndSymptoms#TM529553,palpitations beside the umbilicus / 臍傍悸,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"rapid pulsations felt in the para-umbilical region, the same as para-umbilical aortic pulsation",,,TM529553,2.3.165,IST WPRO,臍傍悸,palpitations beside the umbilicus,,
http://who.int/ictm/signsAndSymptoms#TM529554,Panting / 气喘,,,false,,,http://www.w3.org/2002/07/owl#Thing,呼吸困难，气息迫促的症状。多因外感风寒风热之邪，或邪热炽盛，痰饮停肺，肺肾气虚所致。除肺、心疾病常见气喘外，咽喉或胸廓的病变、温热类疾病、腹内肿瘤或积水等挤压、虚劳类、脱病类疾病等亦可见气喘。,"It refers to difficulty in breathing or apnea. It is usually caused by attack of exogenous wind cold or wind heat, or exuberance of pathogenic heat, retention of phlegm fluid in the lung, deficiency of lung and kidney qi. Apart from diseases of lung and heart, it also can be seen in diseases of the throat and chest, warm diseases, abdominal tumor or ascites, consumptive disease or prostration.",,,TM529554,22.19,GB97,气喘,Panting,,
http://who.int/ictm/signsAndSymptoms#TM529557,paraumbilical and hypochondriac aggregation / 痃癖,,,false,,,http://www.w3.org/2002/07/owl#Thing,,elongated masses located at the side of the umbilicus or in the hypochondriac region that occur intermittently with sharp pain,,,TM529557,2.3.158,IST WPRO,痃癖,paraumbilical and hypochondriac aggregation,,
http://who.int/ictm/signsAndSymptoms#TM529558,paroxysmal pain / 陣發痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain recurring in paroxysms,,,TM529558,2.3.89,IST WPRO,陣發痛,paroxysmal pain,,
http://who.int/ictm/signsAndSymptoms#TM529551,palpitations below the heart / 心下悸,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pulsations felt in the epigastric region below the xiphoid process,,,TM529551,2.3.142,IST WPRO,心下悸,palpitations below the heart,,
http://who.int/ictm/signsAndSymptoms#TM529552,palpitations below the umbilicus / 臍下悸; 臍下悸動,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"rapid pulsations felt in the region below the umbilicus, the same as sub-umbilical aortic pulsation",,,TM529552,2.3.166,IST WPRO,臍下悸; 臍下悸動,palpitations below the umbilicus,,
http://who.int/ictm/signsAndSymptoms#TM529555,Paralysis / 瘫痪,,,false,,,http://www.w3.org/2002/07/owl#Thing,肢体痿软、纵弛不用的症状。多因寒湿热毒瘀痰等邪阻滞经络，或因精血亏虚而筋肉失养，或因脑系病变及经气阻滞等所致。导致瘫痪的常见疾病有中风、风痱、气厥、脑部肿瘤，软脚瘟等疫病类疾病，肌痿、脚气、痿躄、肢痿等躯体病，头颅及脊柱损伤或手术创伤等亦可导致。,"It refers to flaccidity of limbs that cannot function normally, usually caused by the retention of cold dampness, heat toxin and phlegm in the meridians, or atrophy of sinews and muscles due to deficiency of essence and blood, or brain system disease or blockage of meridian qi. It can be seen in diseases such as apoplexy, hemiplegia after attack of apoplexy, qi syncope, brain tumor, pestilent pedal flaccidity as well as muscular flaccidity, beriberi, muscular atropy, limb flaccidity, skull and spine injury or operational injury.",,,TM529555,22.45,GB97,瘫痪,Paralysis,,
http://who.int/ictm/signsAndSymptoms#TM529559,peeled tongue / 光剝舌,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a tongue that has lost its normal coating, giving the appearance of having been peeled",,,TM529559,2.1.64,IST WPRO,光剝舌,peeled tongue,,
http://who.int/ictm/signsAndSymptoms#TM529353,acid regurgitation / 呑酸 / 탄산,,,false,,,http://www.w3.org/2002/07/owl#Thing,,swallowing of acid contents regurgitated from the stomach to the throat,,,TM529353,2.3.140,IST WPRO,呑酸,acid regurgitation,,탄산
http://who.int/ictm/signsAndSymptoms#TM529359,Aphonia / 失音 / 실음,,,false,,,http://www.w3.org/2002/07/owl#Thing,神清而声音嘶哑，甚至不能发出声音的症状。多由风寒或风热火毒等邪犯喉，肾阴虚、肺虚气弱，或神情失调、气机郁滞等所致。常见于喉喑、喉癣、气厥、喉息肉、白喉、子喑等病中。,"It refers to hoarse voice or even loss of voice with normal mental state. It is usually caused by invasion of wind cold or wind heat and fire toxin into the throat, deficiency of kidney yin, weakness of qi due to lung deficiency, or emotional disturbance, and qi stagnation. It can be commonly seen in aphonia, membranous laryngitis, qi syncope, polyps of larynx, diphtheria and aphonia during pregnancy.",,,TM529359,22.17,GB97,失音,Aphonia,,실음
http://who.int/ictm/signsAndSymptoms#TM529351,absence of sweating / 無汗 / 무한,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"abnormal deficiency or absence of sweating, the same as anhidrosis",,,TM529351,2.3.44,IST WPRO,無汗,absence of sweating,,무한
http://who.int/ictm/signsAndSymptoms#TM529352,aching pain / 酸痛 / 산통,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a continuous dull pain as the sensation produced by prolonged physical exertion,,,TM529352,2.3.84,IST WPRO,酸痛,aching pain,,산통
http://who.int/ictm/signsAndSymptoms#TM529356,alternating chills and fever / 寒熱往來; 往來寒熱; 寒熱交作 / 한열왕래; 왈래한열;한열교작,,,false,,,http://www.w3.org/2002/07/owl#Thing,,chills without fever and fever without chills occurring in alternating succession,,,TM529356,2.3.28,IST WPRO,寒熱往來; 往來寒熱; 寒熱交作,alternating chills and fever,,한열왕래; 왈래한열;한열교작
http://who.int/ictm/signsAndSymptoms#TM529358,anguish in the heart / 心中懊憹 / 심중오농,,,false,,,http://www.w3.org/2002/07/owl#Thing,,heat vexation and oppression in the region of the heart and chest ,,,TM529358,2.3.146,IST WPRO,心中懊憹,anguish in the heart,,심중오농
http://who.int/ictm/signsAndSymptoms#TM529357,Amnesia / 健忘 / 건망,,,false,,,http://www.w3.org/2002/07/owl#Thing,记忆力差、遇事易忘的症状。多因心脾亏虚，年老精气不足，或瘀痰阻痹等所致。常见于神劳、脑萎、头部内伤、中毒等脑系为主的疾病之中。,"It refers to poor memory and forgetfulness, usually caused by deficiency of heart and spleen, insufficiency of essence due to senility, or blockage of stagnant blood and phlegm. It can be seen in mental overstrain, brain atrophy, interior injury of head and poisoning.",,,TM529357,22.8,GB97,健忘,Amnesia,,건망
http://who.int/ictm/signsAndSymptoms#TM529350,abdominal urgency / 裏急 / 이급,,,false,,,http://www.w3.org/2002/07/owl#Thing,,(1) urge to defecate; (2) contraction of genital organ,,,TM529350,2.3.175,IST WPRO,裏急,abdominal urgency,,이급
http://who.int/ictm/signsAndSymptoms#TM529354,afternoon tidal fever / 午後潮熱 / 오후조열,,,false,,,http://www.w3.org/2002/07/owl#Thing,,fever more marked in the afternoon ,,,TM529354,2.3.16,IST WPRO,午後潮熱,afternoon tidal fever,,오후조열
http://who.int/ictm/signsAndSymptoms#TM529355,agitation / 煩躁 / 번조,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"vexation followed by irritability, irascibility, and restlessness",,,TM529355,2.1.10,IST WPRO,煩躁,agitation,,번조
http://who.int/ictm/signsAndSymptoms#TM529426,dry tongue / 舌乾,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue lacking moisture and rough to the touch,,,TM529426,2.1.75,IST WPRO,舌乾,dry tongue,,
http://who.int/ictm/signsAndSymptoms#TM529427,dull pain / 隱痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a pain often continuous but not stabbing in nature,,,TM529427,2.3.80,IST WPRO,隱痛,dull pain,,
http://who.int/ictm/signsAndSymptoms#TM529420,dribbling urination / 小便淋漓,,,false,,,http://www.w3.org/2002/07/owl#Thing,,dribbling discharge of urine with inability to achieve a full stream,,,TM529420,2.3.198,IST WPRO,小便淋漓,dribbling urination,,
http://who.int/ictm/signsAndSymptoms#TM529428,Dysphagia / 噎膈,,,false,,,http://www.w3.org/2002/07/owl#Thing,吞咽不顺，饮食梗塞难下的症状。气结、火郁、痰凝、血瘀、津枯等为噎膈常见病机。噎膈为食管病变的常见症状，胃与胸膈、心脏、口腔咽喉的某些病变，以及痹、痿、瘫、风类疾病，亦可导致噎膈。,"It refers to difficulty in swallowing with food stuck in the throat. It can be caused by qi stagnation, fire depression, phlegm stagnation and fluid exhaustion. It is the commonly encountered symptom of esophagopathy and also can be seen in diseases involving the stomach, chest, diaphragm, heart, oral cavity and throat as well as impediment, flaccidity, paralysis and stroke.",,,TM529428,22.26,GB97,噎膈,Dysphagia,,
http://who.int/ictm/signsAndSymptoms#TM529421,dry and cracked fur / 燥裂苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue coating that lacks moisture and develops cracks,,,TM529421,2.1.93,IST WPRO,燥裂苔,dry and cracked fur,,
http://who.int/ictm/signsAndSymptoms#TM529423,dry mouth / 口乾,,,false,,,http://www.w3.org/2002/07/owl#Thing,,lack of fluid in the mouth,,,TM529423,2.3.115,IST WPRO,口乾,dry mouth,,
http://who.int/ictm/signsAndSymptoms#TM529422,dry fur / 燥苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a tongue coating that looks dry and feels dry to the touch,,,TM529422,2.1.92,IST WPRO,燥苔,dry fur,,
http://who.int/ictm/signsAndSymptoms#TM529429,ear pain / 耳痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pain in the ear,,,TM529429,2.3.62,IST WPRO,耳痛,ear pain,,
http://who.int/ictm/signsAndSymptoms#TM529424,dry retching / 乾嘔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a noisy involuntary effort to vomit, but without bringing anything up from the stomach",,,TM529424,2.3.135,IST WPRO,乾嘔,dry retching,,
http://who.int/ictm/signsAndSymptoms#TM529425,dry stool / 大便乾燥; 燥屎,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"feces lacking moisture content, difficult to evacuate",,,TM529425,2.3.189,IST WPRO,大便乾燥; 燥屎,dry stool,,
http://who.int/ictm/signsAndSymptoms#TM529596,sloppy stool / 便溏,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"discharge of soft, unformed stools, the same as loose stool",,,TM529596,2.3.185,IST WPRO,便溏,sloppy stool,,
http://who.int/ictm/signsAndSymptoms#TM529591,Skin itching / 皮肤瘙痒,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉皮肤瘙痒的症状。多因风邪外袭，或因血热内扰，或血虚失养等所致。常见于各种皮肤疾病，以及食物过敏、药物过敏、经前隐疹、妊娠风疹、阴痒等病。,"It refers to subjective feeling of skin itching, usually caused by attack of pathogenic wind, or interior disturbance of blood heat, or atrophy due to blood deficiency. It can be seen in various skin diseases and other disorders like food allergy, drug allergy, premenstrual urticaria, rebulla during pregnancy and pruritus vulvae.",,,TM529591,22.49,GB97,皮肤瘙痒,Skin itching,,
http://who.int/ictm/signsAndSymptoms#TM529599,somnolence / 嗜睡; 嗜臥,,,false,,,http://www.w3.org/2002/07/owl#Thing,,excessive sleepiness night and day,,,TM529599,2.3.52,IST WPRO,嗜睡; 嗜臥,somnolence,,
http://who.int/ictm/signsAndSymptoms#TM529597,snoring / 鼻鼾,,,false,,,http://www.w3.org/2002/07/owl#Thing,,rough and noisy breathing while sleeping,,,TM529597,2.2.25,IST WPRO,鼻鼾,snoring,,
http://who.int/ictm/signsAndSymptoms#TM529595,sloppy diarrhea / 溏泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"diarrhea with soft, unformed stool",,,TM529595,2.3.181,IST WPRO,溏泄,sloppy diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529590,shivering / 寒戰,,,false,,,http://www.w3.org/2002/07/owl#Thing,,violent chills with trembling,,,TM529590,2.3.8,IST WPRO,寒戰,shivering,,
http://who.int/ictm/signsAndSymptoms#TM529598,soggy diarrhea / 濡泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,diarrhea due to damage to the spleen by exuberant dampness,,,TM529598,2.3.183,IST WPRO,濡泄,soggy diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529592,sleep walking / 夢遊,,,false,,,http://www.w3.org/2002/07/owl#Thing,,rising out of bed and walking about or performing other behavior during an apparent state of sleep,,,TM529592,2.3.55,IST WPRO,夢遊,sleep walking,,
http://who.int/ictm/signsAndSymptoms#TM529594,slippery fur / 滑苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a moist tongue coating with excessive fluid, feels slippery ",,,TM529594,2.1.94,IST WPRO,滑苔,slippery fur,,
http://who.int/ictm/signsAndSymptoms#TM529593,slimy fur / 膩苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a dense, turbid, slimy tongue coating, sticking on the tongue, hard to wipe off, also known as greasy fur",,,TM529593,2.1.95,IST WPRO,膩苔,slimy fur,,
http://who.int/ictm/signsAndSymptoms#TM529495,impotence / 陽痿,,,false,,,http://www.w3.org/2002/07/owl#Thing,,lack of copulative power in the male,,,TM529495,2.3.201,IST WPRO,陽痿,impotence,,
http://who.int/ictm/signsAndSymptoms#TM529491,Hematuria / 尿血,,,false,,,http://www.w3.org/2002/07/owl#Thing,血随小便排出的症状。常因湿热下注、阴虚火旺、疫毒或药毒伤肾等所致。石淋、热淋、子淋、肾瘅、肾痨，肾及膀胱的癌瘤，某些血液病变、传染病等常可见尿血。,"It refers to blood discharged in urine, usually caused by downward flow of dampness heat, exuberance of fire due to yin deficiency, kidney impairment due to pestilence or drug toxin. It can be seen in stony stranguria, heat stranguria, stranguria during pregnancy, acute pyelonephritis, kidney tuberculosis, tumor or cancer of kidney and bladder, blood disease or infectious diseases.",,,TM529491,22.41,GB97,尿血,Hematuria,,
http://who.int/ictm/signsAndSymptoms#TM529493,high fever / 壯熱,,,false,,,http://www.w3.org/2002/07/owl#Thing,,persistent high fever with aversion to heat but no chills,,,TM529493,2.3.12,IST WPRO,壯熱,high fever,,
http://who.int/ictm/signsAndSymptoms#TM529499,internal cold and external heat / 內寒外熱,,,false,,,http://www.w3.org/2002/07/owl#Thing,,a complex condition characterized by the simultaneous presence of heat in the exterior portion of the body and cold in the interior  ,,,TM529499,2.3.30,IST WPRO,內寒外熱,internal cold and external heat,,
http://who.int/ictm/signsAndSymptoms#TM529498,insensitivity / 不仁,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"no perception to touch, also known as numbness",,,TM529498,2.3.99,IST WPRO,不仁,insensitivity,,
http://who.int/ictm/signsAndSymptoms#TM529497,inhibited urination / 小便不利,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"difficult discharge of urine, usually scanty in amount, the same as dysuria",,,TM529497,2.3.193,IST WPRO,小便不利,inhibited urination,,
http://who.int/ictm/signsAndSymptoms#TM529496,Insomnia / 失眠,,,false,,,http://www.w3.org/2002/07/owl#Thing,经常不能获得正常睡眠的症状。常见于不寐、神劳、癫病、狂病、脏躁、脑络痹等脑系疾病，亦可因其他全身疾病引起。,"inability to sleep or abnormal wakefulness. It can be seen in disorders such as sleeplessness, neurathenia, depressive psychosis, mania, hysteria, cerebral artheriosclerosis and other systemic diseases.",,,TM529496,2.3.53 and 22.7,IST WPRO and GB 97,失眠,Insomnia,,
http://who.int/ictm/signsAndSymptoms#TM529492,hemoptysis / 喀血; 咳血,,,false,,,http://www.w3.org/2002/07/owl#Thing,血来自肺或气管，血随咳嗽而出的症状。,the expectoration of blood or blood-stained sputum,,,TM529492,2.3.102 AND 22.2,IST WPRO and GB 97,喀血; 咳血,hemoptysis,,
http://who.int/ictm/signsAndSymptoms#TM529490,heimyaku / 平脈,,,false,,,http://www.w3.org/2002/07/owl#Thing,,normal pulse,,,TM529490,,JSOM,,heimyaku,平脈,
http://who.int/ictm/signsAndSymptoms#TM529494,Hypochondriac pain / 胁痛,,,false,,,http://www.w3.org/2002/07/owl#Thing,自觉一侧或两侧胁部疼痛的症状。,"It refers to pain on the one or both sides of the hypochondrium, pertaining to the category of chest pain in a broad sense. ",,,TM529494,2.3.65 and 22.30,IST WPRO and GB 97,胁痛,Hypochondriac pain,,
http://who.int/ictm/signsAndSymptoms#TM529539,numbness of the skin / 肌膚麻木,,,false,,,http://www.w3.org/2002/07/owl#Thing,,local absence of normal sensation in the skin,,,TM529539,2.3.98,IST WPRO,肌膚麻木,numbness of the skin,,
http://who.int/ictm/signsAndSymptoms#TM529534,nasal congestion / 鼻塞; 鼻窒,,,false,,,http://www.w3.org/2002/07/owl#Thing,,blockage of the nasal passage,,,TM529534,2.3.113,IST WPRO,鼻塞; 鼻窒,nasal congestion,,
http://who.int/ictm/signsAndSymptoms#TM529531,mukan / 無汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,,anhidrosis,,,TM529531,,JSOM,,mukan,無汗,
http://who.int/ictm/signsAndSymptoms#TM529538,numbness in the mouth / 口麻,,,false,,,http://www.w3.org/2002/07/owl#Thing,,numbness of the tongue with diminished taste sensitivity,,,TM529538,2.3.126,IST WPRO,口麻,numbness in the mouth,,
http://who.int/ictm/signsAndSymptoms#TM529535,nausea / 惡心,,,false,,,http://www.w3.org/2002/07/owl#Thing,,an unpleasant sensation with an urge to vomit,,,TM529535,2.3.130,IST WPRO,惡心,nausea,,
http://who.int/ictm/signsAndSymptoms#TM529532,muscular twitching and cramp / 筋惕肉瞤,,,false,,,http://www.w3.org/2002/07/owl#Thing,,short spastic muscular contractions,,,TM529532,2.3.100,IST WPRO,筋惕肉瞤,muscular twitching and cramp,,
http://who.int/ictm/signsAndSymptoms#TM529536,night sweating / 盜汗,,,false,,,http://www.w3.org/2002/07/owl#Thing,睡时汗出，醒后汗止的汗出异常症状,sweating during sleep that ceases on awakening,,,TM529536,2.3.34 and 22.4,IST WPRO and GB 97,盜汗,night sweating,,
http://who.int/ictm/signsAndSymptoms#TM529537,numbness below the umbilicus / 臍下不仁,,,false,,,http://www.w3.org/2002/07/owl#Thing,,loss of sensation in the region below the umbilicus,,,TM529537,2.3.168,IST WPRO,臍下不仁,numbness below the umbilicus,,
http://who.int/ictm/signsAndSymptoms#TM529530,mouth odor / 口氣,,,false,,,http://www.w3.org/2002/07/owl#Thing,,smell emitted from the mouth,,,TM529530,2.2.26,IST WPRO,口氣,mouth odor,,
http://who.int/ictm/signsAndSymptoms#TM529533,myakusho / 脈象,,,false,,,http://www.w3.org/2002/07/owl#Thing,,pulse manifestation; pulse condition; pulse image,,,TM529533,,JSOM,,myakusho,脈象,
http://who.int/ictm/signsAndSymptoms#TM529660,"vexing heat in the chest, palms and soles / 五心煩熱",,,false,,,http://www.w3.org/2002/07/owl#Thing,,"feeling of heat in the palms of hands, soles of feet and in the chest, accompanied by uneasiness or restlessness, also called five center heat ",,,TM529660,2.3.22,IST WPRO,五心煩熱,"vexing heat in the chest, palms and soles",,
http://who.int/ictm/signsAndSymptoms#TM529661,vexing heat in the extremities / 手足煩熱,,,false,,,http://www.w3.org/2002/07/owl#Thing,,uncomfortable heat sensation in the extremities,,,TM529661,2.3.24,IST WPRO,手足煩熱,vexing heat in the extremities,,
http://who.int/ictm/signsAndSymptoms#TM529667,watery diarrhea / 水瀉; 注泄,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"serious diarrhea with a forceful stream of watery stool, also the same as outpour diarrhea",,,TM529667,2.3.171,IST WPRO,水瀉; 注泄,watery diarrhea,,
http://who.int/ictm/signsAndSymptoms#TM529664,vomiting in the evening of food eaten in the morning / 朝食暮吐,,,false,,,http://www.w3.org/2002/07/owl#Thing,,"a characteristic symptom of stomach reflux, usually occurring together with vomiting in the morning of food eaten in the evening",,,TM529664,2.3.133,IST WPRO,朝食暮吐,vomiting in the evening of food eaten in the morning,,
http://who.int/ictm/signsAndSymptoms#TM529669,white sandy fur / 白砂苔,,,false,,,http://www.w3.org/2002/07/owl#Thing,,white dry and thick tongue coating like a layer of sand,,,TM529669,2.1.83,IST WPRO,白砂苔,white sandy fur,,
http://who.int/ictm/signsAndSymptoms#TM529663,vomiting / 呕吐,,,false,,,http://www.w3.org/2002/07/owl#Thing,胃内容物从口中吐出的症状。,forcible expulsion of the stomach contents through the mouth,,,TM529663,2.3.132 AND 22.24,IST WPRO and GB 97,呕吐,vomiting,,
