Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has ontology root term,has_alternative_id,has_exact_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,part_of,term replaced by
http://purl.obolibrary.org/obo/SYMP_0019162,muscle tightness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000183,,,,,,,symptoms,,,,,,,,,,SYMP:0019162,,,muscle tightness,,SYMP:0019162,,
http://purl.obolibrary.org/obo/SYMP_0019165,light sensitivity,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,,symptoms,,,,,,,,,,SYMP:0019165,,,light sensitivity,,SYMP:0019165,,
http://purl.obolibrary.org/obo/SYMP_0019168,obsolete pneumonia,,"A pneumonitis that is characterized by an inflammatory illness of the lung resulting from a variety of causes including infection with bacteria, viruses, fungi, or parasites, and chemical or physical injury to the lungs. Its cause may also be officially described as idiopathic, that is, unknown, when infectious causes have been excluded.|doid/symp duplicate - reviewed 10/2022 & determined to be a disease",true,,,,,"A pneumonitis that is characterized by an inflammatory illness of the lung resulting from a variety of causes including infection with bacteria, viruses, fungi, or parasites, and chemical or physical injury to the lungs. Its cause may also be officially described as idiopathic, that is, unknown, when infectious causes have been excluded.",,,,,symptoms,,,,,,,,,,SYMP:0019168,,doid/symp duplicate - reviewed 10/2022 & determined to be a disease,obsolete pneumonia,true,SYMP:0019168,,
http://purl.obolibrary.org/obo/SYMP_0019164,excessive tearing,,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,,symptoms,,,,,,,,,,SYMP:0019164,,doid/symp duplicate,excessive tearing,,SYMP:0019164,,
http://purl.obolibrary.org/obo/SYMP_0019160,boil,furuncle,"A skin and integumentary tissue symptom that is characterized by a localized swelling and inflammation of the skin resulting from usually bacterial infection of a hair follicle and adjacent tissue, having a hard central core, and forming pus.",false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,"A skin and integumentary tissue symptom that is characterized by a localized swelling and inflammation of the skin resulting from usually bacterial infection of a hair follicle and adjacent tissue, having a hard central core, and forming pus.",,,furuncle,,symptoms,,,,,,,,,,SYMP:0019160,,,boil,,SYMP:0019160,,
http://purl.obolibrary.org/obo/SYMP_0019163,eye symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000387,,,,,,,symptoms,,,,,,,,,,SYMP:0019163,,,eye symptom,,SYMP:0019163,,
http://purl.obolibrary.org/obo/SYMP_0000526,ascites,hydroperitoneum,An abdominal symptom consisting of an abnormal accumulation of serous fluid in the spaces between tissues and organs in the cavity of the abdomen.,false,,,http://purl.obolibrary.org/obo/SYMP_0000461,UMLS_CUI:C0003962|ICD9CM_2005:789.5|UMLS_ICD9CM_2005_AUI:A0026882,An abdominal symptom consisting of an abnormal accumulation of serous fluid in the spaces between tissues and organs in the cavity of the abdomen.,,,hydroperitoneum,,symptoms,,,,,,,,,,SYMP:0000526,,,ascites,,SYMP:0000526,,
http://purl.obolibrary.org/obo/SYMP_0000520,visible peristalsis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,UMLS_CUI:C0159059|UMLS_ICD9CM_2005_AUI:A0284228|ICD9CM_2005:787.4,,,,,,symptoms,,,,,,,,,,SYMP:0000520,,,visible peristalsis,,SYMP:0000520,,
http://purl.obolibrary.org/obo/SYMP_0000521,enlargement of lymph nodes,swelling of lymph nodes|swollen lymph glands,,false,,,http://purl.obolibrary.org/obo/SYMP_0019141,UMLS_ICD9CM_2005_AUI:A0243823|ICD9CM_2005:785.6|UMLS_CUI:C0497156,,,,swelling of lymph nodes|swollen lymph glands,,symptoms,,,,,,,,,,SYMP:0000521,,,enlargement of lymph nodes,,SYMP:0000521,,
http://purl.obolibrary.org/obo/SYMP_0000527,undiagnosed cardiac murmur,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,ICD9CM_2005:785.2|UMLS_CUI:C0375546|UMLS_ICD9CM_2005_AUI:A0813487,,,,,,symptoms,,,,,,,,,,SYMP:0000527,,,undiagnosed cardiac murmur,,SYMP:0000527,,
http://purl.obolibrary.org/obo/SYMP_0000524,polyphagia,,"A nutrition, metabolism, and development symptom that is characterized by an excessive appetite or eating.",false,,,http://purl.obolibrary.org/obo/SYMP_0000473,ICD9CM_2005:783.6|UMLS_CUI:C0020505|UMLS_ICD9CM_2005_AUI:A0011381,"A nutrition, metabolism, and development symptom that is characterized by an excessive appetite or eating.",,,,,symptoms,,,,,,,,,,SYMP:0000524,,,polyphagia,,SYMP:0000524,,
http://purl.obolibrary.org/obo/SYMP_0000523,anorexia,,"A nutrition, metabolism, and development symptom that is characterized by a loss of appetite especially when prolonged.",false,,,http://purl.obolibrary.org/obo/SYMP_0000473,UMLS_CUI:C0003123|UMLS_ICD9CM_2005_AUI:A0024378|ICD9CM_2005:783.0,"A nutrition, metabolism, and development symptom that is characterized by a loss of appetite especially when prolonged.",,,,,symptoms,,,,,,,,,,SYMP:0000523,,,anorexia,,SYMP:0000523,,
http://purl.obolibrary.org/obo/SYMP_0000529,tachycardia,,Tachycardia is a cardiovascular system symptom consisting of a relatively rapid heart action whether physiological (as after exercise) or pathological.,false,,,http://purl.obolibrary.org/obo/SYMP_0000287,UMLS_ICD9CM_2005_AUI:A0804597|ICD9CM_2005:785.0|UMLS_CUI:C0039231,Tachycardia is a cardiovascular system symptom consisting of a relatively rapid heart action whether physiological (as after exercise) or pathological.,,,,,symptoms,,,,,,,,,,SYMP:0000529,,,tachycardia,,SYMP:0000529,,
http://purl.obolibrary.org/obo/SYMP_0000525,transient alteration of awareness,,An alteration of consciousness that is characterized by a brief (transient) episode of losing normal awareness or behavior.,false,,,http://purl.obolibrary.org/obo/SYMP_0000482,UMLS_CUI:C0221539|ICD9CM_2005:780.02|UMLS_ICD9CM_2005_AUI:A0466980,An alteration of consciousness that is characterized by a brief (transient) episode of losing normal awareness or behavior.,,,,,symptoms,,,,,,,,,,SYMP:0000525,,,transient alteration of awareness,,SYMP:0000525,,
http://purl.obolibrary.org/obo/SYMP_0000522,feeding difficulties and mismanagement,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000473,ICD9CM_2005:783.3|UMLS_CUI:C0699815|UMLS_ICD9CM_2005_AUI:A0284167,,,,,,symptoms,,,,,,,,,,SYMP:0000522,,,feeding difficulties and mismanagement,,SYMP:0000522,,
http://purl.obolibrary.org/obo/SYMP_0000528,cardiovascular system symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000462,UMLS_CUI:C0159049|ICD9CM_2005:785|UMLS_ICD9CM_2005_AUI:A0284192,,,,,,symptoms,,,,,,,,,,SYMP:0000528,,,cardiovascular system symptom,,SYMP:0000528,,
http://purl.obolibrary.org/obo/SYMP_0000274,tonic seizure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000267,,,,,,,symptoms,,,,,,,,,,SYMP:0000274,,,tonic seizure,,SYMP:0000274,,
http://purl.obolibrary.org/obo/SYMP_0000278,extensive ulcer,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000136,,,,,,,symptoms,,,,,,,,,,SYMP:0000278,,,extensive ulcer,,SYMP:0000278,,
http://purl.obolibrary.org/obo/SYMP_0000271,complex partial seizure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000266,,,,,,,symptoms,,,,,,,,,,SYMP:0000271,,,complex partial seizure,,SYMP:0000271,,
http://purl.obolibrary.org/obo/SYMP_0000270,simple partial seizure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000266,,,,,,,symptoms,,,,,,,,,,SYMP:0000270,,,simple partial seizure,,SYMP:0000270,,
http://purl.obolibrary.org/obo/SYMP_0000272,myoclonic seizure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000267,,,,,,,symptoms,,,,,,,,,,SYMP:0000272,,,myoclonic seizure,,SYMP:0000272,,
http://purl.obolibrary.org/obo/SYMP_0000277,excess salivation,profuse salivation,,false,,,http://purl.obolibrary.org/obo/SYMP_0000373,,,,,profuse salivation,,symptoms,,,,,,,,,,SYMP:0000277,,,excess salivation,,SYMP:0000277,,
http://purl.obolibrary.org/obo/SYMP_0000275,atonic seizure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000267,,,,,,,symptoms,,,,,,,,,,SYMP:0000275,,,atonic seizure,,SYMP:0000275,,
http://purl.obolibrary.org/obo/SYMP_0000279,extreme exhaustion,,"An exhaustion that is characterized by exceeding the ordinary, usual, or expected.",false,,,http://purl.obolibrary.org/obo/SYMP_0000186,,"An exhaustion that is characterized by exceeding the ordinary, usual, or expected.",,,,,symptoms,,,,,,,,,,SYMP:0000279,,,extreme exhaustion,,SYMP:0000279,,
http://purl.obolibrary.org/obo/SYMP_0000273,clonic seizure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000267,,,,,,,symptoms,,,,,,,,,,SYMP:0000273,,,clonic seizure,,SYMP:0000273,,
http://purl.obolibrary.org/obo/SYMP_0000276,obsolete excess pericardial fluid,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000276,,,obsolete excess pericardial fluid,true,SYMP:0000276,,
http://purl.obolibrary.org/obo/SYMP_0000326,mild hypotension,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000059,,,,,,,symptoms,,,,,,,,,,SYMP:0000326,,,mild hypotension,,SYMP:0000326,,
http://purl.obolibrary.org/obo/SYMP_0000325,mild bronchitis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000324,,,,,,,symptoms,,,,,,,,,,SYMP:0000325,,,mild bronchitis,,SYMP:0000325,,
http://purl.obolibrary.org/obo/SYMP_0000327,tetanic convulsion,tetanic convulsions,"A convulsion that is characterized by a tonic spasm (prolonged contraction of the muscles), without loss of consciousness and often associated with hypocalcemia.",false,,,http://purl.obolibrary.org/obo/SYMP_0000596,,"A convulsion that is characterized by a tonic spasm (prolonged contraction of the muscles), without loss of consciousness and often associated with hypocalcemia.",,,tetanic convulsions,,symptoms,,,,,,,,,,SYMP:0000327,,,tetanic convulsion,,SYMP:0000327,,
http://purl.obolibrary.org/obo/SYMP_0000320,vision symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,,symptoms,,,,,,,,,,SYMP:0000320,,,vision symptom,,SYMP:0000320,,
http://purl.obolibrary.org/obo/SYMP_0000323,melena,melaena,"A feces and droppings symptom that is characterized by the passage of dark tarry stools containing decomposing blood that is usually an indication of bleeding in the upper part of the alimentary canal and especially the esophagus, stomach, and duodenum.",false,,,http://purl.obolibrary.org/obo/SYMP_0000146,,"A feces and droppings symptom that is characterized by the passage of dark tarry stools containing decomposing blood that is usually an indication of bleeding in the upper part of the alimentary canal and especially the esophagus, stomach, and duodenum.",,,melaena,,symptoms,,,,,,,,,,SYMP:0000323,,,melena,,SYMP:0000323,,
http://purl.obolibrary.org/obo/SYMP_0000324,bronchitis,,A respiratory system and chest symptom that is characterized by an acute or chronic inflammation of the bronchial tubes.|doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,,A respiratory system and chest symptom that is characterized by an acute or chronic inflammation of the bronchial tubes.,,,,,symptoms,,,,,,,,,,SYMP:0000324,,doid/symp duplicate,bronchitis,,SYMP:0000324,,
http://purl.obolibrary.org/obo/SYMP_0000322,low birth weight,,"A weight symptom that is characterized by an infant weighing 5.5 pounds (2500 grams) or less at birth.  Low birth weight may occur with premature birth, or due to smoking cigarettes, secondhand tobacco smoke exposure, drinking alcohol, and taking certain drugs during pregnancy.",false,,,http://purl.obolibrary.org/obo/SYMP_0020012,,"A weight symptom that is characterized by an infant weighing 5.5 pounds (2500 grams) or less at birth.  Low birth weight may occur with premature birth, or due to smoking cigarettes, secondhand tobacco smoke exposure, drinking alcohol, and taking certain drugs during pregnancy.",,,,,symptoms,,,,,,,,,,SYMP:0000322,,,low birth weight,,SYMP:0000322,,
http://purl.obolibrary.org/obo/SYMP_0000328,mild tetanic convulsion,,A tetanic convulsion that is not intense (not severe).,false,,,http://purl.obolibrary.org/obo/SYMP_0000327,,A tetanic convulsion that is not intense (not severe).,,,,,symptoms,,,,,,,,,,SYMP:0000328,,,mild tetanic convulsion,,SYMP:0000328,,
http://purl.obolibrary.org/obo/SYMP_0000329,motor weakness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,,,,,,,symptoms,,,,,,,,,,SYMP:0000329,,,motor weakness,,SYMP:0000329,,
http://purl.obolibrary.org/obo/SYMP_0000321,loss of vision,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000320,,,,,,,symptoms,,,,,,,,,,SYMP:0000321,,,loss of vision,,SYMP:0000321,,
http://purl.obolibrary.org/obo/SYMP_0000806,right lower quadrant abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000806,,,right lower quadrant abdominal mass,,SYMP:0000806,,
http://purl.obolibrary.org/obo/SYMP_0000800,left upper quadrant abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000800,,,left upper quadrant abdominal mass,,SYMP:0000800,,
http://purl.obolibrary.org/obo/SYMP_0000804,generalized abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000804,,,generalized abdominal mass,,SYMP:0000804,,
http://purl.obolibrary.org/obo/SYMP_0000808,multiple sites abdominal lump,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000799,,,,,,,symptoms,,,,,,,,,,SYMP:0000808,,,multiple sites abdominal lump,,SYMP:0000808,,
http://purl.obolibrary.org/obo/SYMP_0000802,epigastric abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000802,,,epigastric abdominal mass,,SYMP:0000802,,
http://purl.obolibrary.org/obo/SYMP_0000807,right upper quadrant abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000807,,,right upper quadrant abdominal mass,,SYMP:0000807,,
http://purl.obolibrary.org/obo/SYMP_0000803,multiple sites abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000803,,,multiple sites abdominal mass,,SYMP:0000803,,
http://purl.obolibrary.org/obo/SYMP_0000801,left lower quadrant abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000801,,,left lower quadrant abdominal mass,,SYMP:0000801,,
http://purl.obolibrary.org/obo/SYMP_0000805,periumbilic abdominal mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000798,,,,,,,symptoms,,,,,,,,,,SYMP:0000805,,,periumbilic abdominal mass,,SYMP:0000805,,
http://purl.obolibrary.org/obo/SYMP_0000809,periumbilic abdominal lump,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000799,,,,,,,symptoms,,,,,,,,,,SYMP:0000809,,,periumbilic abdominal lump,,SYMP:0000809,,
http://purl.obolibrary.org/obo/SYMP_0000038,dyspneic enteritis,,"A respiratory system and chest symptom that is characterized by being short or breath or out of air (dyspnea), with inflammation of the small intestine (enteritis).",false,,,http://purl.obolibrary.org/obo/SYMP_0000514,,"A respiratory system and chest symptom that is characterized by being short or breath or out of air (dyspnea), with inflammation of the small intestine (enteritis).",,,,,symptoms,,,,,,,,,,SYMP:0000038,,,dyspneic enteritis,,SYMP:0000038,,
http://purl.obolibrary.org/obo/SYMP_0000031,obsolete flaccid limb paralysis,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000031,,,obsolete flaccid limb paralysis,true,SYMP:0000031,,
http://purl.obolibrary.org/obo/SYMP_0000039,enteritis,,Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,Enteritis is a digestive system symptom involving the inflammation of the small intestines and especially of the human ileum.,,,,,symptoms,,,,,,,,,,SYMP:0000039,,,enteritis,,SYMP:0000039,,
http://purl.obolibrary.org/obo/SYMP_0000037,obsolete catarrhal enteritis,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000037,,,obsolete catarrhal enteritis,true,SYMP:0000037,,
http://purl.obolibrary.org/obo/SYMP_0000034,obsolete fluid in pericardial sac,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000034,,,obsolete fluid in pericardial sac,true,SYMP:0000034,,
http://purl.obolibrary.org/obo/SYMP_0000033,flat keratotic capsule,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,,,,,,symptoms,,,,,,,,,,SYMP:0000033,,,flat keratotic capsule,,SYMP:0000033,,
http://purl.obolibrary.org/obo/SYMP_0000030,paralysis,,A nervous system symptom that is characterized by a complete or partial loss of function especially when involving the power of motion or of sensation in any part of the body.,false,,,http://purl.obolibrary.org/obo/SYMP_0000480,,A nervous system symptom that is characterized by a complete or partial loss of function especially when involving the power of motion or of sensation in any part of the body.,,,,,symptoms,,,,,,,,,,SYMP:0000030,,,paralysis,,SYMP:0000030,,
http://purl.obolibrary.org/obo/SYMP_0000036,hemorrhagic gastroenteritis,haemorrhagic gastroenteritis,,false,,,http://purl.obolibrary.org/obo/SYMP_0019159,,,,,haemorrhagic gastroenteritis,,symptoms,,,,,,,,,,SYMP:0000036,,,hemorrhagic gastroenteritis,,SYMP:0000036,,
http://purl.obolibrary.org/obo/SYMP_0000035,obsolete fragile bones,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000035,,,obsolete fragile bones,true,SYMP:0000035,,
http://purl.obolibrary.org/obo/SYMP_0000032,flaccidity,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,,symptoms,,,,,,,,,,SYMP:0000032,,,flaccidity,,SYMP:0000032,,
http://purl.obolibrary.org/obo/SYMP_0000224,leg weakness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000222,,,,,,,symptoms,,,,,,,,,,SYMP:0000224,,,leg weakness,,SYMP:0000224,,
http://purl.obolibrary.org/obo/SYMP_0000223,arm weakness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000222,,,,,,,symptoms,,,,,,,,,,SYMP:0000223,,,arm weakness,,SYMP:0000223,,
http://purl.obolibrary.org/obo/SYMP_0000227,blood vessel infection,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,,,,,,symptoms,,,,,,,,,,SYMP:0000227,,,blood vessel infection,,SYMP:0000227,,
http://purl.obolibrary.org/obo/SYMP_0000228,hemorrhagic diarrhea,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000570,,,,,,,symptoms,,,,,,,,,,SYMP:0000228,,,hemorrhagic diarrhea,,SYMP:0000228,,
http://purl.obolibrary.org/obo/SYMP_0000220,areflexia,absence of neurological reflexes,,false,,,http://purl.obolibrary.org/obo/SYMP_0000249,,,,,absence of neurological reflexes,,symptoms,,,,,,,,,,SYMP:0000220,,,areflexia,,SYMP:0000220,,
http://purl.obolibrary.org/obo/SYMP_0000222,limb weakness,extremities weakness,,false,,,http://purl.obolibrary.org/obo/SYMP_0000094,,,,,extremities weakness,,symptoms,,,,,,,,,,SYMP:0000222,,,limb weakness,,SYMP:0000222,,
http://purl.obolibrary.org/obo/SYMP_0000229,bloody stool,blood in stool,,false,,,http://purl.obolibrary.org/obo/SYMP_0000146,,,,,blood in stool,,symptoms,,,,,,,,,,SYMP:0000229,,,bloody stool,,SYMP:0000229,,
http://purl.obolibrary.org/obo/SYMP_0000226,atrial fibrillation,auricular fibrillation|AF|AFib|a-fib,"A cardiac fibrillation consisting of a very rapid uncoordinated contractions of the atria of the heart resulting in a lack of synchronism between heartbeat and pulse beat.|doid/symp duplicate - reviewed 10/2022, both DO & SYMP",false,,,http://purl.obolibrary.org/obo/SYMP_0000898,,A cardiac fibrillation consisting of a very rapid uncoordinated contractions of the atria of the heart resulting in a lack of synchronism between heartbeat and pulse beat.,,,auricular fibrillation|AF|AFib|a-fib,,symptoms,,,,,,,,,,SYMP:0000226,,"doid/symp duplicate - reviewed 10/2022, both DO & SYMP",atrial fibrillation,,SYMP:0000226,,
http://purl.obolibrary.org/obo/SYMP_0000221,absence of knee jerk reflex,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000220,,,,,,,symptoms,,,,,,,,,,SYMP:0000221,,,absence of knee jerk reflex,,SYMP:0000221,,
http://purl.obolibrary.org/obo/SYMP_0000225,asthenia,loss of strength,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,loss of strength,,symptoms,,,,,,,,,,SYMP:0000225,,doid/symp duplicate,asthenia,,SYMP:0000225,,
http://purl.obolibrary.org/obo/SYMP_0000045,hepatic necrosis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000180,,,,,,,symptoms,,,,,,,,,,SYMP:0000045,,,hepatic necrosis,,SYMP:0000045,,
http://purl.obolibrary.org/obo/SYMP_0000048,obsolete high fever,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000048,,,obsolete high fever,true,SYMP:0000048,,
http://purl.obolibrary.org/obo/SYMP_0000041,hemorrhage,,A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,A cardiovascular system symptom that is characterized by an acute loss of blood from a damaged blood vessel.,,,,,symptoms,,,,,,,,,,SYMP:0000041,,,hemorrhage,,SYMP:0000041,,
http://purl.obolibrary.org/obo/SYMP_0000042,obsolete hemorrhagic enteritis,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000042,,,obsolete hemorrhagic enteritis,true,SYMP:0000042,,
http://purl.obolibrary.org/obo/SYMP_0000049,obsolete hind limb paralysis,hindlimb paralysis,,true,,,,,,,,hindlimb paralysis,,symptoms,,,,,,,,,,SYMP:0000049,,,obsolete hind limb paralysis,true,SYMP:0000049,,
http://purl.obolibrary.org/obo/SYMP_0000040,hematuria,,A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.,false,,,http://purl.obolibrary.org/obo/SYMP_0000486,,A urinary system symptom that is characterized by the presence of blood or blood cells in the urine.,,,,,symptoms,,,,,,,,,,SYMP:0000040,,,hematuria,,SYMP:0000040,,
http://purl.obolibrary.org/obo/SYMP_0000043,obsolete hemorrhagic meningitis,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000043,,,obsolete hemorrhagic meningitis,true,SYMP:0000043,,
http://purl.obolibrary.org/obo/SYMP_0000044,obsolete hemorrhagic thoracic lymphadenitis,,,true,,,,,,,,,,symptoms,,,,,,,,,,SYMP:0000044,,,obsolete hemorrhagic thoracic lymphadenitis,true,SYMP:0000044,,
http://purl.obolibrary.org/obo/SYMP_0000047,hepatosplenomegaly,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000180|http://purl.obolibrary.org/obo/SYMP_0000158,,,,,,,symptoms,,,,,,,,,,SYMP:0000047,,,hepatosplenomegaly,,SYMP:0000047,,
http://purl.obolibrary.org/obo/SYMP_0000046,hepatitis,,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000180,,,,,,,symptoms,,,,,,,,,,SYMP:0000046,,doid/symp duplicate,hepatitis,,SYMP:0000046,,
http://purl.obolibrary.org/obo/SYMP_0000865,lesions in mouth,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000386,,,,,,,symptoms,,,,,,,,,,SYMP:0000865,,,lesions in mouth,,SYMP:0000865,,
http://purl.obolibrary.org/obo/SYMP_0000860,postural instability hypokinesia,,Postural instability hypokinesia is a hypokinesia described as a loss of ability to maintain an upright posture.,false,,,http://purl.obolibrary.org/obo/SYMP_0000858,,Postural instability hypokinesia is a hypokinesia described as a loss of ability to maintain an upright posture.,,,,,symptoms,,,,,,,,,,SYMP:0000860,,,postural instability hypokinesia,,SYMP:0000860,,
http://purl.obolibrary.org/obo/SYMP_0000869,nasal congestion,,"A congestion that is characterized by a blockage of the nasal passages, usually due to the membranes lining the nose becoming swollen from inflamed blood vessels.",false,,,http://purl.obolibrary.org/obo/SYMP_0000237,,"A congestion that is characterized by a blockage of the nasal passages, usually due to the membranes lining the nose becoming swollen from inflamed blood vessels.",,,,,symptoms,,,,,,,,,,SYMP:0000869,,,nasal congestion,,SYMP:0000869,,
http://purl.obolibrary.org/obo/SYMP_0000867,gastrointestinal bleeding,,"A digestive system symptom characterized by bleeding from one or more of the areas of the digestive or gastrointestinal (GI) tract that includes the espophagus, stomach, small intestine, large intestine or colon, rectum and anus.",false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,"A digestive system symptom characterized by bleeding from one or more of the areas of the digestive or gastrointestinal (GI) tract that includes the espophagus, stomach, small intestine, large intestine or colon, rectum and anus.",,,,,symptoms,,,,,,,,,,SYMP:0000867,,,gastrointestinal bleeding,,SYMP:0000867,,
http://purl.obolibrary.org/obo/SYMP_0000861,freezing hypokinesia,,Freezing hypokinesia is a hypkinesia where a person can not move their muscles how they want them to.,false,,,http://purl.obolibrary.org/obo/SYMP_0000858,,Freezing hypokinesia is a hypkinesia where a person can not move their muscles how they want them to.,,,,,symptoms,,,,,,,,,,SYMP:0000861,,,freezing hypokinesia,,SYMP:0000861,,
http://purl.obolibrary.org/obo/SYMP_0000864,lesions in oropharynx,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000385,,,,,,,symptoms,,,,,,,,,,SYMP:0000864,,,lesions in oropharynx,,SYMP:0000864,,
http://purl.obolibrary.org/obo/SYMP_0000866,cervical edema,,Cervical edema is a neck symptom characterized by an abnormal excess accumulation of serous fluid in the soft tissue of the cervical area.,false,,,http://purl.obolibrary.org/obo/SYMP_0000384,,Cervical edema is a neck symptom characterized by an abnormal excess accumulation of serous fluid in the soft tissue of the cervical area.,,,,,symptoms,,,,,,,,,,SYMP:0000866,,,cervical edema,,SYMP:0000866,,
http://purl.obolibrary.org/obo/SYMP_0000863,facial tremor,,"Facial tremor is a head symptom characterized by a trembling or shaking of the muscles of the face usually from physical weakness, emotional stress, or disease, may be emphasized by the firm closure of the eyes, elevation of the eyebrows, or drawing down and outward of the corners of the mouth.",false,,,http://purl.obolibrary.org/obo/SYMP_0000387,,"Facial tremor is a head symptom characterized by a trembling or shaking of the muscles of the face usually from physical weakness, emotional stress, or disease, may be emphasized by the firm closure of the eyes, elevation of the eyebrows, or drawing down and outward of the corners of the mouth.",,,,,symptoms,,,,,,,,,,SYMP:0000863,,,facial tremor,,SYMP:0000863,,
http://purl.obolibrary.org/obo/SYMP_0000862,referred pain,,A pain that is characterized by pain which is subjectively localized in one region although it is due to irritation in another region.,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,A pain that is characterized by pain which is subjectively localized in one region although it is due to irritation in another region.,,,,,symptoms,,,,,,,,,,SYMP:0000862,,,referred pain,,SYMP:0000862,,
